,ip4_prefix,ip_address,owner,latitude,longitude
333,208.67.220.0,208.67.220.220,Cisco OpenDNS LLC,22.308889,113.914722
334,208.67.220.0,208.67.220.220,Cisco OpenDNS LLC,55.6179008484,12.6560001373
335,208.67.220.0,208.67.220.220,Cisco OpenDNS LLC,19.0886993408,72.8678970337
336,208.67.220.0,208.67.220.220,Cisco OpenDNS LLC,47.4812134,19.1303031
337,208.67.220.0,208.67.220.220,Cisco OpenDNS LLC,40.63980103,-73.77890015
338,208.67.220.0,208.67.220.220,Cisco OpenDNS LLC,40.9768981934,28.8145999908
339,208.67.220.0,208.67.220.220,Cisco OpenDNS LLC,40.4967002869,-3.4458699226
340,208.67.220.0,208.67.220.220,Cisco OpenDNS LLC,41.799444,12.597222
341,208.67.220.0,208.67.220.220,Cisco OpenDNS LLC,-26.2425003052,28.1511993408
342,208.67.220.0,208.67.220.220,Cisco OpenDNS LLC,41.7859992981,-87.7524032593
343,208.67.220.0,208.67.220.220,Cisco OpenDNS LLC,35.5522994995,139.7799987793
344,208.67.220.0,208.67.220.220,Cisco OpenDNS LLC,33.94250107,-118.4079971
345,208.67.220.0,208.67.220.220,Cisco OpenDNS LLC,29.9843997955,-95.3414001465
346,208.67.220.0,208.67.220.220,Cisco OpenDNS LLC,24.7098007202,46.7252006531
347,208.67.220.0,208.67.220.220,Cisco OpenDNS LLC,31.636100769,-106.4290008545
348,208.67.220.0,208.67.220.220,Cisco OpenDNS LLC,-33.9244003296,150.9880065918
349,8.8.4.0,8.8.4.4,Google LLC,25.1295,56.3395
350,8.8.4.0,8.8.4.4,Google LLC,4.70159,-74.1469
351,8.8.4.0,8.8.4.4,Google LLC,47.5299987793,-122.3020019531
352,8.8.4.0,8.8.4.4,Google LLC,-33.3930015564,-70.7857971191
353,8.8.4.0,8.8.4.4,Google LLC,25.0776996613,121.233001709
354,8.8.4.0,8.8.4.4,Google LLC,51.5052986145,0.0552779995
355,8.8.4.0,8.8.4.4,Google LLC,25.7931995392,-80.2906036377
356,8.8.4.0,8.8.4.4,Google LLC,49.0127983093,2.5499999523
357,8.8.4.0,8.8.4.4,Google LLC,45.6795005798,-74.0386962891
358,8.8.4.0,8.8.4.4,Google LLC,32.89860153,-80.04049683
359,8.8.4.0,8.8.4.4,Google LLC,33.94250107,-118.4079971
360,8.8.4.0,8.8.4.4,Google LLC,12.9900054932,80.1692962646
361,8.8.4.0,8.8.4.4,Google LLC,44.2541008,-121.1500015
362,8.8.4.0,8.8.4.4,Google LLC,-33.4925,143.2115
363,8.8.4.0,8.8.4.4,Google LLC,8.4821195602,76.9200973511
364,8.8.4.0,8.8.4.4,Google LLC,-22.8099994659,-43.2505569458
365,8.8.4.0,8.8.4.4,Google LLC,-4.0348300934,39.5942001343
366,8.8.4.0,8.8.4.4,Google LLC,19.0886993408,72.8678970337
367,8.8.4.0,8.8.4.4,Google LLC,50.8658981323,7.1427397728
368,8.8.4.0,8.8.4.4,Google LLC,-26.2425003052,28.1511993408
369,8.8.4.0,8.8.4.4,Google LLC,52.1656990051,20.9671001434
370,8.8.4.0,8.8.4.4,Google LLC,23.5932998657,58.2844009399
371,8.8.4.0,8.8.4.4,Google LLC,1.3604199886,103.9100036621
372,8.8.4.0,8.8.4.4,Google LLC,22.308889,113.914722
373,8.8.4.0,8.8.4.4,Google LLC,-18.7968997955,47.4788017273
374,8.8.4.0,8.8.4.4,Google LLC,28.6070051,77.2140499
375,8.8.4.0,8.8.4.4,Google LLC,47.4812134,19.1303031
376,8.8.4.0,8.8.4.4,Google LLC,45.2008018494,7.6496300697
377,8.8.4.0,8.8.4.4,Google LLC,34.4272994995,135.2440032959
378,8.8.4.0,8.8.4.4,Google LLC,40.63980103,-73.77890015
379,8.8.4.0,8.8.4.4,Google LLC,19.4363002777,-99.0720977783
380,8.8.4.0,8.8.4.4,Google LLC,40.9768981934,28.8145999908
381,8.8.4.0,8.8.4.4,Google LLC,59.8003005981,30.2625007629
382,8.8.4.0,8.8.4.4,Google LLC,40.4967002869,-3.4458699226
383,8.8.4.0,8.8.4.4,Google LLC,52.5597000122,13.2876996994
384,8.8.4.0,8.8.4.4,Google LLC,-34.5592,-58.4156
385,8.8.4.0,8.8.4.4,Google LLC,41.7859992981,-87.7524032593
386,8.8.4.0,8.8.4.4,Google LLC,29.9843997955,-95.3414001465
387,8.8.4.0,8.8.4.4,Google LLC,31.636100769,-106.4290008545
388,8.8.4.0,8.8.4.4,Google LLC,-33.9244003296,150.9880065918
389,8.8.4.0,8.8.4.4,Google LLC,6.5773701668,3.321160078
390,8.8.8.0,8.8.8.8,Google LLC,25.1295,56.3395
391,8.8.8.0,8.8.8.8,Google LLC,4.70159,-74.1469
392,8.8.8.0,8.8.8.8,Google LLC,47.5299987793,-122.3020019531
393,8.8.8.0,8.8.8.8,Google LLC,33.94250107,-118.4079971
394,8.8.8.0,8.8.8.8,Google LLC,25.7931995392,-80.2906036377
395,8.8.8.0,8.8.8.8,Google LLC,45.6795005798,-74.0386962891
396,8.8.8.0,8.8.8.8,Google LLC,25.0776996613,121.233001709
397,8.8.8.0,8.8.8.8,Google LLC,-33.3930015564,-70.7857971191
398,8.8.8.0,8.8.8.8,Google LLC,32.89860153,-80.04049683
399,8.8.8.0,8.8.8.8,Google LLC,49.0127983093,2.5499999523
400,8.8.8.0,8.8.8.8,Google LLC,12.9900054932,80.1692962646
401,8.8.8.0,8.8.8.8,Google LLC,44.2541008,-121.1500015
402,8.8.8.0,8.8.8.8,Google LLC,-22.8099994659,-43.2505569458
403,8.8.8.0,8.8.8.8,Google LLC,51.5286416,-0.1015987
404,8.8.8.0,8.8.8.8,Google LLC,-18.7968997955,47.4788017273
405,8.8.8.0,8.8.8.8,Google LLC,-4.0348300934,39.5942001343
406,8.8.8.0,8.8.8.8,Google LLC,8.4821195602,76.9200973511
407,8.8.8.0,8.8.8.8,Google LLC,50.8658981323,7.1427397728
408,8.8.8.0,8.8.8.8,Google LLC,47.4812134,19.1303031
409,8.8.8.0,8.8.8.8,Google LLC,-26.2425003052,28.1511993408
410,8.8.8.0,8.8.8.8,Google LLC,23.5932998657,58.2844009399
411,8.8.8.0,8.8.8.8,Google LLC,1.3604199886,103.9100036621
412,8.8.8.0,8.8.8.8,Google LLC,-34.2291984558,142.085998535
413,8.8.8.0,8.8.8.8,Google LLC,28.6070051,77.2140499
414,8.8.8.0,8.8.8.8,Google LLC,19.0886993408,72.8678970337
415,8.8.8.0,8.8.8.8,Google LLC,52.4510993958,20.6518001556
416,8.8.8.0,8.8.8.8,Google LLC,45.2008018494,7.6496300697
417,8.8.8.0,8.8.8.8,Google LLC,-23.6261100769,-46.6563873291
418,8.8.8.0,8.8.8.8,Google LLC,22.308889,113.914722
419,8.8.8.0,8.8.8.8,Google LLC,40.63980103,-73.77890015
420,8.8.8.0,8.8.8.8,Google LLC,48.5696983337,-81.376701355
421,8.8.8.0,8.8.8.8,Google LLC,34.4272994995,135.2440032959
422,8.8.8.0,8.8.8.8,Google LLC,59.8003005981,30.2625007629
423,8.8.8.0,8.8.8.8,Google LLC,19.4363002777,-99.0720977783
424,8.8.8.0,8.8.8.8,Google LLC,40.9768981934,28.8145999908
425,8.8.8.0,8.8.8.8,Google LLC,52.5597000122,13.2876996994
426,8.8.8.0,8.8.8.8,Google LLC,41.8045005798,12.2508001328
427,8.8.8.0,8.8.8.8,Google LLC,40.4967002869,-3.4458699226
428,8.8.8.0,8.8.8.8,Google LLC,-34.5592,-58.4156
429,8.8.8.0,8.8.8.8,Google LLC,29.9843997955,-95.3414001465
430,8.8.8.0,8.8.8.8,Google LLC,43.6274986267,-79.3962020874
431,8.8.8.0,8.8.8.8,Google LLC,41.7859992981,-87.7524032593
432,8.8.8.0,8.8.8.8,Google LLC,31.636100769,-106.4290008545
433,8.8.8.0,8.8.8.8,Google LLC,-33.9244003296,150.9880065918
434,8.8.8.0,8.8.8.8,Google LLC,6.5773701668,3.321160078
435,76.76.10.0,76.76.10.0,Controld Inc.,25.7931995392,-80.2906036377
436,76.76.10.0,76.76.10.0,Controld Inc.,51.113899231,-114.019996643
437,76.76.10.0,76.76.10.0,Controld Inc.,50.8658981323,7.1427397728
438,76.76.10.0,76.76.10.0,Controld Inc.,-26.2425003052,28.1511993408
439,76.76.10.0,76.76.10.0,Controld Inc.,1.3604199886,103.9100036621
440,76.76.10.0,76.76.10.0,Controld Inc.,-23.6261100769,-46.6563873291
441,76.76.10.0,76.76.10.0,Controld Inc.,49.0741996765,-123.012001038
442,76.76.10.0,76.76.10.0,Controld Inc.,35.5522994995,139.7799987793
443,76.76.10.0,76.76.10.0,Controld Inc.,43.7425003052,-79.4655990601
444,76.76.10.0,76.76.10.0,Controld Inc.,59.8003005981,30.2625007629
445,76.76.10.0,76.76.10.0,Controld Inc.,40.898601532,29.3092002869
446,76.76.10.0,76.76.10.0,Controld Inc.,35.4160995483,51.1521987915
447,76.76.10.0,76.76.10.0,Controld Inc.,33.94250107,-118.4079971
448,76.76.10.0,76.76.10.0,Controld Inc.,29.9843997955,-95.3414001465
449,76.76.10.0,76.76.10.0,Controld Inc.,-33.9244003296,150.9880065918
450,64.6.65.0,64.6.65.6,UltraDNS,48.9693984985,2.4413900375
451,64.6.65.0,64.6.65.6,UltraDNS,25.7931995392,-80.2906036377
452,64.6.65.0,64.6.65.6,UltraDNS,4.70159,-74.1469
453,64.6.65.0,64.6.65.6,UltraDNS,25.1295,56.3395
454,64.6.65.0,64.6.65.6,UltraDNS,33.94250107,-118.4079971
455,64.6.65.0,64.6.65.6,UltraDNS,39.7827987671,116.3880004883
456,64.6.65.0,64.6.65.6,UltraDNS,51.5286416,-0.1015987
457,64.6.65.0,64.6.65.6,UltraDNS,50.8658981323,7.1427397728
458,64.6.65.0,64.6.65.6,UltraDNS,1.3604199886,103.9100036621
459,64.6.65.0,64.6.65.6,UltraDNS,-23.6261100769,-46.6563873291
460,64.6.65.0,64.6.65.6,UltraDNS,37.7468986511,112.6279983521
461,64.6.65.0,64.6.65.6,UltraDNS,31.1434001923,121.8050003052
462,64.6.65.0,64.6.65.6,UltraDNS,40.63980103,-73.77890015
463,64.6.65.0,64.6.65.6,UltraDNS,52.5597000122,13.2876996994
464,64.6.65.0,64.6.65.6,UltraDNS,32.8470993042,-96.8517990112
465,64.6.65.0,64.6.65.6,UltraDNS,59.3544006348,17.9416999817
466,64.6.65.0,64.6.65.6,UltraDNS,-26.2425003052,28.1511993408
467,64.6.65.0,64.6.65.6,UltraDNS,35.5522994995,139.7799987793
468,64.6.65.0,64.6.65.6,UltraDNS,-33.9244003296,150.9880065918
469,64.6.65.0,64.6.65.6,UltraDNS,19.0886993408,72.8678970337
470,76.76.2.0,76.76.2.0,Controld Inc.,25.7931995392,-80.2906036377
471,76.76.2.0,76.76.2.0,Controld Inc.,51.113899231,-114.019996643
472,76.76.2.0,76.76.2.0,Controld Inc.,50.8658981323,7.1427397728
473,76.76.2.0,76.76.2.0,Controld Inc.,1.3604199886,103.9100036621
474,76.76.2.0,76.76.2.0,Controld Inc.,-26.2425003052,28.1511993408
475,76.76.2.0,76.76.2.0,Controld Inc.,-23.6261100769,-46.6563873291
476,76.76.2.0,76.76.2.0,Controld Inc.,49.0741996765,-123.012001038
477,76.76.2.0,76.76.2.0,Controld Inc.,19.0886993408,72.8678970337
478,76.76.2.0,76.76.2.0,Controld Inc.,35.5522994995,139.7799987793
479,76.76.2.0,76.76.2.0,Controld Inc.,43.7425003052,-79.4655990601
480,76.76.2.0,76.76.2.0,Controld Inc.,29.9843997955,-95.3414001465
481,76.76.2.0,76.76.2.0,Controld Inc.,59.8003005981,30.2625007629
482,76.76.2.0,76.76.2.0,Controld Inc.,24.7098007202,46.7252006531
483,76.76.2.0,76.76.2.0,Controld Inc.,40.898601532,29.3092002869
484,76.76.2.0,76.76.2.0,Controld Inc.,33.94250107,-118.4079971
485,76.76.2.0,76.76.2.0,Controld Inc.,-33.9244003296,150.9880065918
486,8.26.56.0,8.26.56.26,NuCDN LLC,47.5299987793,-122.3020019531
487,8.26.56.0,8.26.56.26,NuCDN LLC,25.7931995392,-80.2906036377
488,8.26.56.0,8.26.56.26,NuCDN LLC,49.0127983093,2.5499999523
489,8.26.56.0,8.26.56.26,NuCDN LLC,51.5052986145,0.0552779995
490,8.26.56.0,8.26.56.26,NuCDN LLC,33.94250107,-118.4079971
491,8.26.56.0,8.26.56.26,NuCDN LLC,37.5583000183,126.791000366
492,8.26.56.0,8.26.56.26,NuCDN LLC,50.8658981323,7.1427397728
493,8.26.56.0,8.26.56.26,NuCDN LLC,1.3604199886,103.9100036621
494,8.26.56.0,8.26.56.26,NuCDN LLC,41.7859992981,-87.7524032593
495,8.26.56.0,8.26.56.26,NuCDN LLC,29.9843997955,-95.3414001465
496,8.26.56.0,8.26.56.26,NuCDN LLC,-33.9244003296,150.9880065918
497,74.82.42.0,74.82.42.42,Hurricane Electric LLC,47.5299987793,-122.3020019531
498,74.82.42.0,74.82.42.42,Hurricane Electric LLC,49.0127983093,2.5499999523
499,74.82.42.0,74.82.42.42,Hurricane Electric LLC,51.5052986145,0.0552779995
500,74.82.42.0,74.82.42.42,Hurricane Electric LLC,33.94250107,-118.4079971
501,74.82.42.0,74.82.42.42,Hurricane Electric LLC,37.62189865,-97.26820374
502,74.82.42.0,74.82.42.42,Hurricane Electric LLC,25.7931995392,-80.2906036377
503,74.82.42.0,74.82.42.42,Hurricane Electric LLC,51.113899231,-114.019996643
504,74.82.42.0,74.82.42.42,Hurricane Electric LLC,49.9099998474,-97.2398986816
505,74.82.42.0,74.82.42.42,Hurricane Electric LLC,1.3604199886,103.9100036621
506,74.82.42.0,74.82.42.42,Hurricane Electric LLC,47.4812134,19.1303031
507,74.82.42.0,74.82.42.42,Hurricane Electric LLC,50.8658981323,7.1427397728
508,74.82.42.0,74.82.42.42,Hurricane Electric LLC,45.445098877,9.2767400742
509,74.82.42.0,74.82.42.42,Hurricane Electric LLC,22.308889,113.914722
510,74.82.42.0,74.82.42.42,Hurricane Electric LLC,52.5597000122,13.2876996994
511,74.82.42.0,74.82.42.42,Hurricane Electric LLC,-26.2425003052,28.1511993408
512,74.82.42.0,74.82.42.42,Hurricane Electric LLC,40.63980103,-73.77890015
513,74.82.42.0,74.82.42.42,Hurricane Electric LLC,59.8003005981,30.2625007629
514,74.82.42.0,74.82.42.42,Hurricane Electric LLC,33.2625007629,44.2346000671
515,74.82.42.0,74.82.42.42,Hurricane Electric LLC,40.4936,-3.56676
516,74.82.42.0,74.82.42.42,Hurricane Electric LLC,-33.9244003296,150.9880065918
517,74.82.42.0,74.82.42.42,Hurricane Electric LLC,37.4691009521,126.4509963989
518,74.82.42.0,74.82.42.42,Hurricane Electric LLC,21.3187007904,-157.9219970703
519,195.46.39.0,195.46.39.39,SafeDNS Inc.,49.0127983093,2.5499999523
520,195.46.39.0,195.46.39.39,SafeDNS Inc.,47.5299987793,-122.3020019531
521,195.46.39.0,195.46.39.39,SafeDNS Inc.,33.94250107,-118.4079971
522,195.46.39.0,195.46.39.39,SafeDNS Inc.,51.5286416,-0.1015987
523,195.46.39.0,195.46.39.39,SafeDNS Inc.,37.5583000183,126.791000366
524,195.46.39.0,195.46.39.39,SafeDNS Inc.,50.8658981323,7.1427397728
525,195.46.39.0,195.46.39.39,SafeDNS Inc.,-26.2425003052,28.1511993408
526,195.46.39.0,195.46.39.39,SafeDNS Inc.,40.63980103,-73.77890015
527,195.46.39.0,195.46.39.39,SafeDNS Inc.,-33.9244003296,150.9880065918
528,195.46.39.0,195.46.39.39,SafeDNS Inc.,-6.1255698204,106.65599823
529,195.46.39.0,195.46.39.39,SafeDNS Inc.,19.0886993408,72.8678970337
530,195.46.39.0,195.46.39.39,SafeDNS Inc.,-34.5592,-58.4156
531,195.46.39.0,195.46.39.39,SafeDNS Inc.,18.4297008514,-69.6688995361
532,195.46.39.0,195.46.39.40,SafeDNS Inc.,49.0127983093,2.5499999523
533,195.46.39.0,195.46.39.40,SafeDNS Inc.,47.5299987793,-122.3020019531
534,195.46.39.0,195.46.39.40,SafeDNS Inc.,33.94250107,-118.4079971
535,195.46.39.0,195.46.39.40,SafeDNS Inc.,51.5286416,-0.1015987
536,195.46.39.0,195.46.39.40,SafeDNS Inc.,37.5583000183,126.791000366
537,195.46.39.0,195.46.39.40,SafeDNS Inc.,50.8658981323,7.1427397728
538,195.46.39.0,195.46.39.40,SafeDNS Inc.,-26.2425003052,28.1511993408
539,195.46.39.0,195.46.39.40,SafeDNS Inc.,40.63980103,-73.77890015
540,195.46.39.0,195.46.39.40,SafeDNS Inc.,-33.9244003296,150.9880065918
541,195.46.39.0,195.46.39.40,SafeDNS Inc.,-6.1255698204,106.65599823
542,195.46.39.0,195.46.39.40,SafeDNS Inc.,19.0886993408,72.8678970337
543,195.46.39.0,195.46.39.40,SafeDNS Inc.,-34.5592,-58.4156
544,195.46.39.0,195.46.39.40,SafeDNS Inc.,18.4297008514,-69.6688995361
545,185.228.168.0,185.228.168.9,Daniel Cid,25.7931995392,-80.2906036377
546,185.228.168.0,185.228.168.9,Daniel Cid,51.5052986145,0.0552779995
547,185.228.168.0,185.228.168.9,Daniel Cid,49.0127983093,2.5499999523
548,185.228.168.0,185.228.168.9,Daniel Cid,33.94250107,-118.4079971
549,185.228.168.0,185.228.168.9,Daniel Cid,32.8093986511,35.0430984497
550,185.228.168.0,185.228.168.9,Daniel Cid,-34.2291984558,142.085998535
551,185.228.168.0,185.228.168.9,Daniel Cid,37.5583000183,126.791000366
552,185.228.168.0,185.228.168.9,Daniel Cid,50.8658981323,7.1427397728
553,185.228.168.0,185.228.168.9,Daniel Cid,-23.5090999603,-46.6377983093
554,185.228.168.0,185.228.168.9,Daniel Cid,40.4967002869,-3.4458699226
555,185.228.168.0,185.228.168.9,Daniel Cid,49.0741996765,-123.012001038
556,185.228.168.0,185.228.168.9,Daniel Cid,59.8003005981,30.2625007629
557,185.228.168.0,185.228.168.9,Daniel Cid,40.63980103,-73.77890015
558,185.228.168.0,185.228.168.9,Daniel Cid,52.3800010681,13.5225000381
559,185.228.168.0,185.228.168.9,Daniel Cid,41.7859992981,-87.7524032593
560,185.228.168.0,185.228.168.9,Daniel Cid,19.4363002777,-99.0720977783
561,185.228.168.0,185.228.168.9,Daniel Cid,-6.1255698204,106.65599823
562,185.228.168.0,185.228.168.9,Daniel Cid,-33.9244003296,150.9880065918
563,134.195.4.0,134.195.4.2,NextGI LLC.,37.5583000183,126.791000366
564,134.195.4.0,134.195.4.2,NextGI LLC.,51.5530014038,-0.418166995
565,134.195.4.0,134.195.4.2,NextGI LLC.,40.63980103,-73.77890015
566,134.195.4.0,134.195.4.2,NextGI LLC.,33.94250107,-118.4079971
567,8.20.247.0,8.20.247.20,NuCDN LLC,47.5299987793,-122.3020019531
568,8.20.247.0,8.20.247.20,NuCDN LLC,25.7931995392,-80.2906036377
569,8.20.247.0,8.20.247.20,NuCDN LLC,49.0127983093,2.5499999523
570,8.20.247.0,8.20.247.20,NuCDN LLC,51.5052986145,0.0552779995
571,8.20.247.0,8.20.247.20,NuCDN LLC,33.94250107,-118.4079971
572,8.20.247.0,8.20.247.20,NuCDN LLC,37.5583000183,126.791000366
573,8.20.247.0,8.20.247.20,NuCDN LLC,50.8658981323,7.1427397728
574,8.20.247.0,8.20.247.20,NuCDN LLC,1.3604199886,103.9100036621
575,8.20.247.0,8.20.247.20,NuCDN LLC,41.7859992981,-87.7524032593
576,8.20.247.0,8.20.247.20,NuCDN LLC,29.9843997955,-95.3414001465
577,8.20.247.0,8.20.247.20,NuCDN LLC,-33.9244003296,150.9880065918
578,94.140.15.0,94.140.15.15,AdGuard Software Limited,25.7931995392,-80.2906036377
579,94.140.15.0,94.140.15.15,AdGuard Software Limited,50.8658981323,7.1427397728
580,94.140.15.0,94.140.15.15,AdGuard Software Limited,1.3604199886,103.9100036621
581,94.140.15.0,94.140.15.15,AdGuard Software Limited,52.5597000122,13.2876996994
582,94.140.15.0,94.140.15.15,AdGuard Software Limited,35.5522994995,139.7799987793
583,94.140.15.0,94.140.15.15,AdGuard Software Limited,40.63980103,-73.77890015
584,94.140.15.0,94.140.15.15,AdGuard Software Limited,59.8003005981,30.2625007629
585,94.140.15.0,94.140.15.15,AdGuard Software Limited,40.898601532,29.3092002869
586,94.140.15.0,94.140.15.15,AdGuard Software Limited,-33.9244003296,150.9880065918
587,94.140.15.0,94.140.15.15,AdGuard Software Limited,33.94250107,-118.4079971
588,94.140.15.0,94.140.15.15,AdGuard Software Limited,41.7859992981,-87.7524032593
589,94.140.14.0,94.140.14.14,AdGuard Software Limited,25.7931995392,-80.2906036377
590,94.140.14.0,94.140.14.14,AdGuard Software Limited,50.8658981323,7.1427397728
591,94.140.14.0,94.140.14.14,AdGuard Software Limited,1.3604199886,103.9100036621
592,94.140.14.0,94.140.14.14,AdGuard Software Limited,52.5597000122,13.2876996994
593,94.140.14.0,94.140.14.14,AdGuard Software Limited,35.5522994995,139.7799987793
594,94.140.14.0,94.140.14.14,AdGuard Software Limited,59.8003005981,30.2625007629
595,94.140.14.0,94.140.14.14,AdGuard Software Limited,41.7859992981,-87.7524032593
596,94.140.14.0,94.140.14.14,AdGuard Software Limited,40.898601532,29.3092002869
597,94.140.14.0,94.140.14.14,AdGuard Software Limited,-33.9244003296,150.9880065918
598,94.140.14.0,94.140.14.14,AdGuard Software Limited,33.94250107,-118.4079971
599,64.6.64.0,64.6.64.6,UltraDNS,25.1295,56.3395
600,64.6.64.0,64.6.64.6,UltraDNS,48.9693984985,2.4413900375
601,64.6.64.0,64.6.64.6,UltraDNS,25.7931995392,-80.2906036377
602,64.6.64.0,64.6.64.6,UltraDNS,4.70159,-74.1469
603,64.6.64.0,64.6.64.6,UltraDNS,25.0695,121.5785
604,64.6.64.0,64.6.64.6,UltraDNS,47.5299987793,-122.3020019531
605,64.6.64.0,64.6.64.6,UltraDNS,39.7827987671,116.3880004883
606,64.6.64.0,64.6.64.6,UltraDNS,19.0886993408,72.8678970337
607,64.6.64.0,64.6.64.6,UltraDNS,28.6070051,77.2140499
608,64.6.64.0,64.6.64.6,UltraDNS,22.308889,113.914722
609,64.6.64.0,64.6.64.6,UltraDNS,-23.6261100769,-46.6563873291
610,64.6.64.0,64.6.64.6,UltraDNS,34.376701355,109.1200027466
611,64.6.64.0,64.6.64.6,UltraDNS,40.4967002869,-3.4458699226
612,64.6.64.0,64.6.64.6,UltraDNS,31.1434001923,121.8050003052
613,64.6.64.0,64.6.64.6,UltraDNS,52.3800010681,13.5225000381
614,64.6.64.0,64.6.64.6,UltraDNS,-26.2425003052,28.1511993408
615,64.6.64.0,64.6.64.6,UltraDNS,33.94250107,-118.4079971
616,64.6.64.0,64.6.64.6,UltraDNS,41.7859992981,-87.7524032593
617,64.6.64.0,64.6.64.6,UltraDNS,-33.9244003296,150.9880065918
618,185.228.169.0,185.228.169.9,Daniel Cid,37.62189865,-97.26820374
619,185.228.169.0,185.228.169.9,Daniel Cid,51.3307991028,0.0324999988
620,185.228.169.0,185.228.169.9,Daniel Cid,33.94250107,-118.4079971
621,185.228.169.0,185.228.169.9,Daniel Cid,49.0741996765,-123.012001038
622,185.228.169.0,185.228.169.9,Daniel Cid,40.63980103,-73.77890015
623,185.228.169.0,185.228.169.9,Daniel Cid,-33.9244003296,150.9880065918
624,185.228.169.0,185.228.169.9,Daniel Cid,31.1979007721,121.3359985352
625,216.146.35.0,216.146.35.35,Oracle Corporation,51.5286416,-0.1015987
626,216.146.35.0,216.146.35.35,Oracle Corporation,41.7859992981,-87.7524032593
627,216.146.35.0,216.146.35.35,Oracle Corporation,40.63980103,-73.77890015
628,216.146.36.0,216.146.36.36,Oracle Corporation,51.5286416,-0.1015987
629,216.146.36.0,216.146.36.36,Oracle Corporation,41.7859992981,-87.7524032593
630,216.146.36.0,216.146.36.36,Oracle Corporation,40.63980103,-73.77890015
